Plot,Replicate,Species,Day,Time.Point,Observed.ant.present,observed.ant.removing,sample.of.ant.observed.removing,ant.sample,ant.identification,PheSus,EctRui,SerAma,PheMul,WasAur,CypRim,ParCor,MycIst,MycZet,PheSim,PheRug,LabPra,Phe025,PhePug,AphAra,Phe091927,CypCos,ParBug,Phe015,side,position in line,season,zero.seeds.remaining,diff.between.this.timeperiod.and.next,day.time,notes
Pearson,2,TrBr,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,NA,3.9,
Pearson,2,ZaEk,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,2,1.1,
Pearson,2,ZaEk,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.11,
Pearson,2,ZaEk,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.12,
Pearson,2,ZaEk,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.13,
Pearson,2,ZaEk,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.14,
Pearson,2,ZaEk,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.15,
Pearson,2,ZaEk,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,8,1.16,
Pearson,2,ZaEk,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,yes,0,2.1,
Pearson,2,ZaEk,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,yes,0,2.11,
Pearson,2,ZaEk,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,yes,0,2.12,
Pearson,2,ZaEk,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,yes,0,2.13,
Pearson,2,ZaEk,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,yes,0,2.14,
Pearson,2,ZaEk,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,yes,0,2.15,
Pearson,2,ZaEk,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,yes,0,2.16,
Pearson,2,ZaEk,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,yes,NA,3.9,
25Ha,1,ApMe,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,1.1,
25Ha,1,ApMe,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,1.11,
25Ha,1,ApMe,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,1.12,
25Ha,1,ApMe,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,1.13,
25Ha,1,ApMe,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,1.14,
25Ha,1,ApMe,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,1.15,
25Ha,1,ApMe,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,1,1.16,
25Ha,1,ApMe,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,2.1,
25Ha,1,ApMe,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,2.11,
25Ha,1,ApMe,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,2.12,
25Ha,1,ApMe,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,2.13,
25Ha,1,ApMe,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,2.14,
25Ha,1,ApMe,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,0,2.15,
25Ha,1,ApMe,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,1,2.16,
25Ha,1,ApMe,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,10,dry,no,NA,3.9,
25Ha,1,CeLo,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,1.1,
25Ha,1,CeLo,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,1.11,
25Ha,1,CeLo,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,1.12,
25Ha,1,CeLo,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,1.13,
25Ha,1,CeLo,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,1.14,
25Ha,1,CeLo,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,1.15,
25Ha,1,CeLo,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,1.16,
25Ha,1,CeLo,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,2.1,
25Ha,1,CeLo,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,2.11,
25Ha,1,CeLo,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,2.12,
25Ha,1,CeLo,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,2.13,
25Ha,1,CeLo,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,2.14,
25Ha,1,CeLo,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,2.15,
25Ha,1,CeLo,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,2,dry,no,0,2.16,
25Ha,1,CeLo,3,9,1,0,0,SAR089,Labidus praedator,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,w,2,dry,no,NA,3.9,present in dish but not moving seeds
25Ha,1,CoVi,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,1.1,
25Ha,1,CoVi,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,1.11,
25Ha,1,CoVi,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,1.12,
25Ha,1,CoVi,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,1.13,
25Ha,1,CoVi,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,1.14,
25Ha,1,CoVi,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,1.15,
25Ha,1,CoVi,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,1.16,
25Ha,1,CoVi,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,2.1,
25Ha,1,CoVi,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,2.11,
25Ha,1,CoVi,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,2.12,
25Ha,1,CoVi,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,2.13,
25Ha,1,CoVi,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,2.14,
25Ha,1,CoVi,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,2.15,
25Ha,1,CoVi,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,0,2.16,
25Ha,1,CoVi,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,9,dry,no,NA,3.9,
25Ha,1,FiIn,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,1.1,
25Ha,1,FiIn,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,1.11,
25Ha,1,FiIn,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,1.12,
25Ha,1,FiIn,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,1.13,
25Ha,1,FiIn,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,1.14,
25Ha,1,FiIn,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,1.15,
25Ha,1,FiIn,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,1.16,
25Ha,1,FiIn,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,2.1,
25Ha,1,FiIn,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,2.11,
25Ha,1,FiIn,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,2.12,
25Ha,1,FiIn,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,2.13,
25Ha,1,FiIn,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,2.14,
25Ha,1,FiIn,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,2.15,
25Ha,1,FiIn,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,0,2.16,
25Ha,1,FiIn,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,7,dry,no,NA,3.9,
25Ha,1,GuUl,1,10,E. ruidum,different E. ruidum,different E. ruidum,SAR082,E. ruidum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,no,5,1.1,collected a different one than the specific individual that moved the seed
25Ha,1,GuUl,1,11,1,0,0,0,E. ruidum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,no,0,1.11,E. ruidum interested in seeds but no change in seed number
25Ha,1,GuUl,1,12,SAR085,SAR085,SAR085,SAR085,E. ruidum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,no,1,1.12,E. ruidum interested in seeds
25Ha,1,GuUl,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,no,0,1.13,
25Ha,1,GuUl,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,no,0,1.14,
25Ha,1,GuUl,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,no,0,1.15,
25Ha,1,GuUl,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,no,4,1.16,
25Ha,1,GuUl,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,yes,0,2.1,
25Ha,1,GuUl,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,yes,0,2.11,
25Ha,1,GuUl,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,yes,0,2.12,
25Ha,1,GuUl,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,yes,0,2.13,
25Ha,1,GuUl,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,yes,0,2.14,
25Ha,1,GuUl,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,yes,0,2.15,
25Ha,1,GuUl,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,yes,0,2.16,
25Ha,1,GuUl,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,3,dry,yes,NA,3.9,
25Ha,1,HiAl,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.1,
25Ha,1,HiAl,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.11,
25Ha,1,HiAl,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.12,
25Ha,1,HiAl,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.13,
25Ha,1,HiAl,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.14,
25Ha,1,HiAl,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.15,
25Ha,1,HiAl,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,1.16,
25Ha,1,HiAl,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,2.1,
25Ha,1,HiAl,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,2.11,
25Ha,1,HiAl,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,2.12,
25Ha,1,HiAl,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,2.13,
25Ha,1,HiAl,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,2.14,
25Ha,1,HiAl,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,2.15,
25Ha,1,HiAl,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,0,2.16,
25Ha,1,HiAl,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,11,dry,no,NA,3.9,
25Ha,1,JaCo,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,1.1,
25Ha,1,JaCo,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,1.11,
25Ha,1,JaCo,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,1.12,
25Ha,1,JaCo,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,1.13,
25Ha,1,JaCo,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,1.14,
25Ha,1,JaCo,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,1.15,
25Ha,1,JaCo,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,1,1.16,
25Ha,1,JaCo,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,2.1,
25Ha,1,JaCo,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,2.11,
25Ha,1,JaCo,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,2.12,
25Ha,1,JaCo,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,2.13,
25Ha,1,JaCo,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,1,2.14,
25Ha,1,JaCo,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,2.15,
25Ha,1,JaCo,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,1,dry,no,0,2.16,
25Ha,1,JaCo,3,9,1,0,0,SAR088,Labidus praedator,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,w,1,dry,no,NA,3.9,present in dish but not moving seeds
25Ha,1,LuSe,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,1.1,
25Ha,1,LuSe,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,1.11,
25Ha,1,LuSe,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,1.12,
25Ha,1,LuSe,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,1.13,
25Ha,1,LuSe,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,1.14,
25Ha,1,LuSe,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,1.15,
25Ha,1,LuSe,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,1.16,
25Ha,1,LuSe,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,2.1,
25Ha,1,LuSe,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,2.11,
25Ha,1,LuSe,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,2.12,
25Ha,1,LuSe,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,2.13,
25Ha,1,LuSe,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,2.14,
25Ha,1,LuSe,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,2.15,
25Ha,1,LuSe,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,0,2.16,
25Ha,1,LuSe,3,9,1,0,0,SAR091,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,8,dry,no,NA,3.9,"present in dish but not moving seeds, white one already dead, but none to pinÑ"
25Ha,1,OcPy,1,10,SAR083,0,0,SAR083,Paratrachymyrmex cornetzi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,0,1.1,removed stem
25Ha,1,OcPy,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,0,1.11,"stem removed, small ants present in dish"
25Ha,1,OcPy,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,0,1.12,
25Ha,1,OcPy,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,0,1.13,
25Ha,1,OcPy,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,0,1.14,
25Ha,1,OcPy,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,0,1.15,
25Ha,1,OcPy,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,4,1.16,
25Ha,1,OcPy,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,1,2.1,
25Ha,1,OcPy,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,0,2.11,
25Ha,1,OcPy,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,0,2.12,
25Ha,1,OcPy,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,0,2.13,
25Ha,1,OcPy,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,0,2.14,
25Ha,1,OcPy,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,0,2.15,
25Ha,1,OcPy,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,1,2.16,
25Ha,1,OcPy,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,5,dry,no,NA,3.9,
25Ha,1,TrBl,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,1.1,
25Ha,1,TrBl,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,1.11,
25Ha,1,TrBl,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,1.12,
25Ha,1,TrBl,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,1.13,
25Ha,1,TrBl,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,1.14,
25Ha,1,TrBl,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,1.15,
25Ha,1,TrBl,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,1.16,
25Ha,1,TrBl,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,2.1,
25Ha,1,TrBl,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,2.11,
25Ha,1,TrBl,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,2.12,
25Ha,1,TrBl,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,2.13,
25Ha,1,TrBl,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,2.14,
25Ha,1,TrBl,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,2.15,
25Ha,1,TrBl,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,0,2.16,
25Ha,1,TrBl,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,12,dry,no,NA,3.9,
25Ha,1,TrBr,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,6,dry,no,0,1.1,
25Ha,1,TrBr,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,6,dry,no,0,1.11,
25Ha,1,TrBr,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,6,dry,no,0,1.12,
